=== PAGE 1 ===
# Sheet: Front page
UK Government GHG Conversion Factors for Company Reporting
Front page
 | Next publication date: | June 2027 | Factor set: | Flat file
 | Version: | 1.2 | Year: | 2026
 | UK Government GHG Conversion Factors for Company Reporting
 | Flat File Data Format
 | Status: | Final
 | Version: | 1.2
 | Updated: | 2026-07-10 00:00:00 | An error was identified whereby some factors for which no data were available were reported as 0 rather than left blank. This affected well-to-tank emissions factors for certain hybrid, CNG and LPG cars, and hotel stay factors for certain countries. These values have been corrected in this version.
 | Year: | 2026
 | Description: | 2026 update
 | Next publication date: | 2027-06-01 00:00:00
 | For technical queries, please contact Greenhouse Gas Statistics at GreenhouseGas.Statistics@energysecurity.gov.uk
 | NOTE: The scope of the factors is defined to be relevant to emissions reporting, although the factors may also be used for other purposes.  Regardless of this, their usage is at the users’ own risk.
=== PAGE 2 ===
# Sheet: Factors by Category
UK Government GHG Conversion Factors for Company Reporting
Factors by Category
Freeze panes are active on this sheet. To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt W, F].
 |  | Category
ID | Scope | Level 1 | Level 2 | Level 3 | Level 4 | Column Text | UOM | GHG/Unit | GHG Conversion Factor 2026
1_101_1011_8_3 | Scope 1 | Fuels | Liquid fuels | Diesel (average biofuel blend) |  |  | litres | kg CO2e of CH4 per unit | 0.00029
1_101_1011_8_4 | Scope 1 | Fuels | Liquid fuels | Diesel (average biofuel blend) |  |  | litres | kg CO2e of N2O per unit | 0.0329
1_101_1011_7_1 | Scope 1 | Fuels | Liquid fuels | Diesel (average biofuel blend) |  |  | kWh (Net CV) | kg CO2e | 0.26071
1_101_1011_7_2 | Scope 1 | Fuels | Liquid fuels | Diesel (average biofuel blend) |  |  | kWh (Net CV) | kg CO2e of CO2 per unit | 0.25738
1_101_1011_7_3 | Scope 1 | Fuels | Liquid fuels | Diesel (average biofuel blend) |  |  | kWh (Net CV) | kg CO2e of CH4 per unit | 3e-05
1_101_1011_7_4 | Scope 1 | Fuels | Liquid fuels | Diesel (average biofuel blend) |  |  | kWh (Net CV) | kg CO2e of N2O per unit | 0.0033
1_101_1011_6_1 | Scope 1 | Fuels | Liquid fuels | Diesel (average biofuel blend) |  |  | kWh (Gross CV) | kg CO2e | 0.2452
1_101_1011_6_2 | Scope 1 | Fuels | Liquid fuels | Diesel (average biofuel blend) |  |  | kWh (Gross CV) | kg CO2e of CO2 per unit | 0.24207
1_101_1011_6_3 | Scope 1 | Fuels | Liquid fuels | Diesel (average biofuel blend) |  |  | kWh (Gross CV) | kg CO2e of CH4 per unit | 2e-05
1_101_1011_6_4 | Scope 1 | Fuels | Liquid fuels | Diesel (average biofuel blend) |  |  | kWh (Gross CV) | kg CO2e of N2O per unit | 0.0031
1_101_1012_15_1 | Scope 1 | Fuels | Liquid fuels | Diesel (100% mineral diesel) |  |  | tonnes | kg CO2e | 3203.91143
1_101_1012_15_2 | Scope 1 | Fuels | Liquid fuels | Diesel (100% mineral diesel) |  |  | tonnes | kg CO2e of CO2 per unit | 3164.33
1_101_1012_15_3 | Scope 1 | Fuels | Liquid fuels | Diesel (100% mineral diesel) |  |  | tonnes | kg CO2e of CH4 per unit | 0.3472
1_101_1012_15_4 | Scope 1 | Fuels | Liquid fuels | Diesel (100% mineral diesel) |  |  | tonnes | kg CO2e of N2O per unit | 39.23423
1_101_1012_8_1 | Scope 1 | Fuels | Liquid fuels | Diesel (100% mineral diesel) |  |  | litres | kg CO2e | 2.66155
1_101_1012_8_2 | Scope 1 | Fuels | Liquid fuels | Diesel (100% mineral diesel) |  |  | litres | kg CO2e of CO2 per unit | 2.62818
1_101_1012_8_3 | Scope 1 | Fuels | Liquid fuels | Diesel (100% mineral diesel) |  |  | litres | kg CO2e of CH4 per unit | 0.00029
1_101_1012_8_4 | Scope 1 | Fuels | Liquid fuels | Diesel (100% mineral diesel) |  |  | litres | kg CO2e of N2O per unit | 0.03308
1_101_1012_7_1 | Scope 1 | Fuels | Liquid fuels | Diesel (100% mineral diesel) |  |  | kWh (Net CV) | kg CO2e | 0.26806
1_101_1012_7_2 | Scope 1 | Fuels | Liquid fuels | Diesel (100% mineral diesel) |  |  | kWh (Net CV) | kg CO2e of CO2 per unit | 0.26473
1_101_1012_7_3 | Scope 1 | Fuels | Liquid fuels | Diesel (100% mineral diesel) |  |  | kWh (Net CV) | kg CO2e of CH4 per unit | 3e-05
1_101_1012_7_4 | Scope 1 | Fuels | Liquid fuels | Diesel (100% mineral diesel) |  |  | kWh (Net CV) | kg CO2e of N2O per unit | 0.0033
1_101_1012_6_1 | Scope 1 | Fuels | Liquid fuels | Diesel (100% mineral diesel) |  |  | kWh (Gross CV) | kg CO2e | 0.25197
1_101_1012_6_2 | Scope 1 | Fuels | Liquid fuels | Diesel (100% mineral diesel) |  |  | kWh (Gross CV) | kg CO2e of CO2 per unit | 0.24885
1_101_1012_6_3 | Scope 1 | Fuels | Liquid fuels | Diesel (100% mineral diesel) |  |  | kWh (Gross CV) | kg CO2e of CH4 per unit | 2e-05
1_101_1012_6_4 | Scope 1 | Fuels | Liquid fuels | Diesel (100% mineral diesel) |  |  | kWh (Gross CV) | kg CO2e of N2O per unit | 0.00309
1_101_1013_15_1 | Scope 1 | Fuels | Liquid fuels | Fuel oil |  |  | tonnes | kg CO2e | 3228.89019
1_101_1013_15_2 | Scope 1 | Fuels | Liquid fuels | Fuel oil |  |  | tonnes | kg CO2e of CO2 per unit | 3216.38
1_101_1013_15_3 | Scope 1 | Fuels | Liquid fuels | Fuel oil |  |  | tonnes | kg CO2e of CH4 per unit | 5.3872
1_101_1013_15_4 | Scope 1 | Fuels | Liquid fuels | Fuel oil |  |  | tonnes | kg CO2e of N2O per unit | 7.12299
1_101_1013_8_1 | Scope 1 | Fuels | Liquid fuels | Fuel oil |  |  | litres | kg CO2e | 3.17492
1_101_1013_8_2 | Scope 1 | Fuels | Liquid fuels | Fuel oil |  |  | litres | kg CO2e of CO2 per unit | 3.16262
1_101_1013_8_3 | Scope 1 | Fuels | Liquid fuels | Fuel oil |  |  | litres | kg CO2e of CH4 per unit | 0.0053
1_101_1013_8_4 | Scope 1 | Fuels | Liquid fuels | Fuel oil |  |  | litres | kg CO2e of N2O per unit | 0.00701
1_101_1013_7_1 | Scope 1 | Fuels | Liquid fuels | Fuel oil |  |  | kWh (Net CV) | kg CO2e | 0.28523
1_101_1013_7_2 | Scope 1 | Fuels | Liquid fuels | Fuel oil |  |  | kWh (Net CV) | kg CO2e of CO2 per unit | 0.28413
1_101_1013_7_3 | Scope 1 | Fuels | Liquid fuels | Fuel oil |  |  | kWh (Net CV) | kg CO2e of CH4 per unit | 0.00047
1_101_1013_7_4 | Scope 1 | Fuels | Liquid fuels | Fuel oil |  |  | kWh (Net CV) | kg CO2e of N2O per unit | 0.00063
1_101_1013_6_1 | Scope 1 | Fuels | Liquid fuels | Fuel oil |  |  | kWh (Gross CV) | kg CO2e | 0.26813
1_101_1013_6_2 | Scope 1 | Fuels | Liquid fuels | Fuel oil |  |  | kWh (Gross CV) | kg CO2e of CO2 per unit | 0.26709
1_101_1013_6_3 | Scope 1 | Fuels | Liquid fuels | Fuel oil |  |  | kWh (Gross CV) | kg CO2e of CH4 per unit | 0.00045
1_101_1013_6_4 | Scope 1 | Fuels | Liquid fuels | Fuel oil |  |  | kWh (Gross CV) | kg CO2e of N2O per unit | 0.0006
1_101_1014_15_1 | Scope 1 | Fuels | Liquid fuels | Gas oil |  |  | tonnes | kg CO2e | 3226.57859
1_101_1014_15_2 | Scope 1 | Fuels | Liquid fuels | Gas oil |  |  | tonnes | kg CO2e of CO2 per unit | 3190
1_101_1014_15_3 | Scope 1 | Fuels | Liquid fuels | Gas oil |  |  | tonnes | kg CO2e of CH4 per unit | 3.6848
1_101_1014_15_4 | Scope 1 | Fuels | Liquid fuels | Gas oil |  |  | tonnes | kg CO2e of N2O per unit | 32.89379
1_101_1014_8_1 | Scope 1 | Fuels | Liquid fuels | Gas oil |  |  | litres | kg CO2e | 2.75541
1_101_1014_8_2 | Scope 1 | Fuels | Liquid fuels | Gas oil |  |  | litres | kg CO2e of CO2 per unit | 2.72417
1_101_1014_8_3 | Scope 1 | Fuels | Liquid fuels | Gas oil |  |  | litres | kg CO2e of CH4 per unit | 0.00315
1_101_1014_8_4 | Scope 1 | Fuels | Liquid fuels | Gas oil |  |  | litres | kg CO2e of N2O per unit | 0.02809
1_101_1014_7_1 | Scope 1 | Fuels | Liquid fuels | Gas oil |  |  | kWh (Net CV) | kg CO2e | 0.27288
1_101_1014_7_2 | Scope 1 | Fuels | Liquid fuels | Gas oil |  |  | kWh (Net CV) | kg CO2e of CO2 per unit | 0.26978
1_101_1014_7_3 | Scope 1 | Fuels | Liquid fuels | Gas oil |  |  | kWh (Net CV) | kg CO2e of CH4 per unit | 0.00031
1_101_1014_7_4 | Scope 1 | Fuels | Liquid fuels | Gas oil |  |  | kWh (Net CV) | kg CO2e of N2O per unit | 0.00278
1_101_1014_6_1 | Scope 1 | Fuels | Liquid fuels | Gas oil |  |  | kWh (Gross CV) | kg CO2e | 0.2565
1_101_1014_6_2 | Scope 1 | Fuels | Liquid fuels | Gas oil |  |  | kWh (Gross CV) | kg CO2e of CO2 per unit | 0.25359
1_101_1014_6_3 | Scope 1 | Fuels | Liquid fuels | Gas oil |  |  | kWh (Gross CV) | kg CO2e of CH4 per unit | 0.00029
1_101_1014_6_4 | Scope 1 | Fuels | Liquid fuels | Gas oil |  |  | kWh (Gross CV) | kg CO2e of N2O per unit | 0.00261
1_101_1015_15_1 | Scope 1 | Fuels | Liquid fuels | Lubricants |  |  | tonnes | kg CO2e | 3180.99992
1_101_1015_15_2 | Scope 1 | Fuels | Liquid fuels | Lubricants |  |  | tonnes | kg CO2e of CO2 per unit | 3171.09
1_101_1015_15_3 | Scope 1 | Fuels | Liquid fuels | Lubricants |  |  | tonnes | kg CO2e of CH4 per unit | 3.4272
1_101_1015_15_4 | Scope 1 | Fuels | Liquid fuels | Lubricants |  |  | tonnes | kg CO2e of N2O per unit | 6.48272
1_101_1015_8_1 | Scope 1 | Fuels | Liquid fuels | Lubricants |  |  | litres | kg CO2e | 2.74934
1_101_1015_8_2 | Scope 1 | Fuels | Liquid fuels | Lubricants |  |  | litres | kg CO2e of CO2 per unit | 2.74078
1_101_1015_8_3 | Scope 1 | Fuels | Liquid fuels | Lubricants |  |  | litres | kg CO2e of CH4 per unit | 0.00296
1_101_1015_8_4 | Scope 1 | Fuels | Liquid fuels | Lubricants |  |  | litres | kg CO2e of N2O per unit | 0.0056
1_101_1015_7_1 | Scope 1 | Fuels | Liquid fuels | Lubricants |  |  | kWh (Net CV) | kg CO2e | 0.281
1_101_1015_7_2 | Scope 1 | Fuels | Liquid fuels | Lubricants |  |  | kWh (Net CV) | kg CO2e of CO2 per unit | 0.28013
1_101_1015_7_3 | Scope 1 | Fuels | Liquid fuels | Lubricants |  |  | kWh (Net CV) | kg CO2e of CH4 per unit | 0.0003
1_101_1015_7_4 | Scope 1 | Fuels | Liquid fuels | Lubricants |  |  | kWh (Net CV) | kg CO2e of N2O per unit | 0.00057
1_101_1015_6_1 | Scope 1 | Fuels | Liquid fuels | Lubricants |  |  | kWh (Gross CV) | kg CO2e | 0.26414
1_101_1015_6_2 | Scope 1 | Fuels | Liquid fuels | Lubricants |  |  | kWh (Gross CV) | kg CO2e of CO2 per unit | 0.26332
1_101_1015_6_3 | Scope 1 | Fuels | Liquid fuels | Lubricants |  |  | kWh (Gross CV) | kg CO2e of CH4 per unit | 0.00028
1_101_1015_6_4 | Scope 1 | Fuels | Liquid fuels | Lubricants |  |  | kWh (Gross CV) | kg CO2e of N2O per unit | 0.00054
1_101_1016_15_1 | Scope 1 | Fuels | Liquid fuels | Naphtha |  |  | tonnes | kg CO2e | 3142.3789
1_101_1016_15_2 | Scope 1 | Fuels | Liquid fuels | Naphtha |  |  | tonnes | kg CO2e of CO2 per unit | 3131.33
1_101_1016_15_3 | Scope 1 | Fuels | Liquid fuels | Naphtha |  |  | tonnes | kg CO2e of CH4 per unit | 3.8192
1_101_1016_15_4 | Scope 1 | Fuels | Liquid fuels | Naphtha |  |  | tonnes | kg CO2e of N2O per unit | 7.2297
1_101_1016_8_1 | Scope 1 | Fuels | Liquid fuels | Naphtha |  |  | litres | kg CO2e | 2.11894
1_101_1016_8_2 | Scope 1 | Fuels | Liquid fuels | Naphtha |  |  | litres | kg CO2e of CO2 per unit | 2.11149
1_101_1016_8_3 | Scope 1 | Fuels | Liquid fuels | Naphtha |  |  | litres | kg CO2e of CH4 per unit | 0.00258
1_101_1016_8_4 | Scope 1 | Fuels | Liquid fuels | Naphtha |  |  | litres | kg CO2e of N2O per unit | 0.00487
1_101_1016_7_1 | Scope 1 | Fuels | Liquid fuels | Naphtha |  |  | kWh (Net CV) | kg CO2e | 0.24891
1_101_1016_7_2 | Scope 1 | Fuels | Liquid fuels | Naphtha |  |  | kWh (Net CV) | kg CO2e of CO2 per unit | 0.24804
1_101_1016_7_3 | Scope 1 | Fuels | Liquid fuels | Naphtha |  |  | kWh (Net CV) | kg CO2e of CH4 per unit | 0.0003
1_101_1016_7_4 | Scope 1 | Fuels | Liquid fuels | Naphtha |  |  | kWh (Net CV) | kg CO2e of N2O per unit | 0.00057
1_101_1016_6_1 | Scope 1 | Fuels | Liquid fuels | Naphtha |  |  | kWh (Gross CV) | kg CO2e | 0.23647
1_101_1016_6_2 | Scope 1 | Fuels | Liquid fuels | Naphtha |  |  | kWh (Gross CV) | kg CO2e of CO2 per unit | 0.23564
1_101_1016_6_3 | Scope 1 | Fuels | Liquid fuels | Naphtha |  |  | kWh (Gross CV) | kg CO2e of CH4 per unit | 0.00029
1_101_1016_6_4 | Scope 1 | Fuels | Liquid fuels | Naphtha |  |  | kWh (Gross CV) | kg CO2e of N2O per unit | 0.00054
1_101_1017_15_1 | Scope 1 | Fuels | Liquid fuels | Petrol (average biofuel blend) |  |  | tonnes | kg CO2e | 2765.46935
1_101_1017_15_2 | Scope 1 | Fuels | Liquid fuels | Petrol (average biofuel blend) |  |  | tonnes | kg CO2e of CO2 per unit | 2746.74
1_101_1017_15_3 | Scope 1 | Fuels | Liquid fuels | Petrol (average biofuel blend) |  |  | tonnes | kg CO2e of CH4 per unit | 10.8416
1_101_1017_15_4 | Scope 1 | Fuels | Liquid fuels | Petrol (average biofuel blend) |  |  | tonnes | kg CO2e of N2O per unit | 7.88775
1_101_1017_8_1 | Scope 1 | Fuels | Liquid fuels | Petrol (average biofuel blend) |  |  | litres | kg CO2e | 2.075
1_101_1017_8_2 | Scope 1 | Fuels | Liquid fuels | Petrol (average biofuel blend) |  |  | litres | kg CO2e of CO2 per unit | 2.06107
1_101_1017_8_3 | Scope 1 | Fuels | Liquid fuels | Petrol (average biofuel blend) |  |  | litres | kg CO2e of CH4 per unit | 0.00806
1_101_1017_8_4 | Scope 1 | Fuels | Liquid fuels | Petrol (average biofuel blend) |  |  | litres | kg CO2e of N2O per unit | 0.00587
1_101_1017_7_1 | Scope 1 | Fuels | Liquid fuels | Petrol (average biofuel blend) |  |  | kWh (Net CV) | kg CO2e | 0.23164
1_101_1017_7_2 | Scope 1 | Fuels | Liquid fuels | Petrol (average biofuel blend) |  |  | kWh (Net CV) | kg CO2e of CO2 per unit | 0.23009
1_101_1017_7_3 | Scope 1 | Fuels | Liquid fuels | Petrol (average biofuel blend) |  |  | kWh (Net CV) | kg CO2e of CH4 per unit | 0.0009
1_101_1017_7_4 | Scope 1 | Fuels | Liquid fuels | Petrol (average biofuel blend) |  |  | kWh (Net CV) | kg CO2e of N2O per unit | 0.00065
1_101_1017_6_1 | Scope 1 | Fuels | Liquid fuels | Petrol (average biofuel blend) |  |  | kWh (Gross CV) | kg CO2e | 0.21938
1_101_1017_6_2 | Scope 1 | Fuels | Liquid fuels | Petrol (average biofuel blend) |  |  | kWh (Gross CV) | kg CO2e of CO2 per unit | 0.21793
1_101_1017_6_3 | Scope 1 | Fuels | Liquid fuels | Petrol (average biofuel blend) |  |  | kWh (Gross CV) | kg CO2e of CH4 per unit | 0.00084
1_101_1017_6_4 | Scope 1 | Fuels | Liquid fuels | Petrol (average biofuel blend) |  |  | kWh (Gross CV) | kg CO2e of N2O per unit | 0.00061
1_101_1018_15_1 | Scope 1 | Fuels | Liquid fuels | Petrol (100% mineral petrol) |  |  | tonnes | kg CO2e | 3154.08213
1_101_1018_15_2 | Scope 1 | Fuels | Liquid fuels | Petrol (100% mineral petrol) |  |  | tonnes | kg CO2e of CO2 per unit | 3135
1_101_1018_15_3 | Scope 1 | Fuels | Liquid fuels | Petrol (100% mineral petrol) |  |  | tonnes | kg CO2e of CH4 per unit | 11.0432
1_101_1018_15_4 | Scope 1 | Fuels | Liquid fuels | Petrol (100% mineral petrol) |  |  | tonnes | kg CO2e of N2O per unit | 8.03893
1_101_1018_8_1 | Scope 1 | Fuels | Liquid fuels | Petrol (100% mineral petrol) |  |  | litres | kg CO2e | 2.35372
1_101_1018_8_2 | Scope 1 | Fuels | Liquid fuels | Petrol (100% mineral petrol) |  |  | litres | kg CO2e of CO2 per unit | 2.33955
1_101_1018_8_3 | Scope 1 | Fuels | Liquid fuels | Petrol (100% mineral petrol) |  |  | litres | kg CO2e of CH4 per unit | 0.0082
1_101_1018_8_4 | Scope 1 | Fuels | Liquid fuels | Petrol (100% mineral petrol) |  |  | litres | kg CO2e of N2O per unit | 0.00597
1_101_1018_7_1 | Scope 1 | Fuels | Liquid fuels | Petrol (100% mineral petrol) |  |  | kWh (Net CV) | kg CO2e | 0.25464
1_101_1018_7_2 | Scope 1 | Fuels | Liquid fuels | Petrol (100% mineral petrol) |  |  | kWh (Net CV) | kg CO2e of CO2 per unit | 0.25309
1_101_1018_7_3 | Scope 1 | Fuels | Liquid fuels | Petrol (100% mineral petrol) |  |  | kWh (Net CV) | kg CO2e of CH4 per unit | 0.0009
1_101_1018_7_4 | Scope 1 | Fuels | Liquid fuels | Petrol (100% mineral petrol) |  |  | kWh (Net CV) | kg CO2e of N2O per unit | 0.00065
1_101_1018_6_1 | Scope 1 | Fuels | Liquid fuels | Petrol (100% mineral petrol) |  |  | kWh (Gross CV) | kg CO2e | 0.24189
1_101_1018_6_2 | Scope 1 | Fuels | Liquid fuels | Petrol (100% mineral petrol) |  |  | kWh (Gross CV) | kg CO2e of CO2 per unit | 0.24043
1_101_1018_6_3 | Scope 1 | Fuels | Liquid fuels | Petrol (100% mineral petrol) |  |  | kWh (Gross CV) | kg CO2e of CH4 per unit | 0.00085
1_101_1018_6_4 | Scope 1 | Fuels | Liquid fuels | Petrol (100% mineral petrol) |  |  | kWh (Gross CV) | kg CO2e of N2O per unit | 0.00061
1_101_1019_15_1 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - residual oil |  |  | tonnes | kg CO2e | 3228.89019
1_101_1019_15_2 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - residual oil |  |  | tonnes | kg CO2e of CO2 per unit | 3216.38
1_101_1019_15_3 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - residual oil |  |  | tonnes | kg CO2e of CH4 per unit | 5.3872
1_101_1019_15_4 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - residual oil |  |  | tonnes | kg CO2e of N2O per unit | 7.12299
1_101_1019_8_1 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - residual oil |  |  | litres | kg CO2e | 3.17492
1_101_1019_8_2 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - residual oil |  |  | litres | kg CO2e of CO2 per unit | 3.16262
1_101_1019_8_3 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - residual oil |  |  | litres | kg CO2e of CH4 per unit | 0.0053
1_101_1019_8_4 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - residual oil |  |  | litres | kg CO2e of N2O per unit | 0.00701
1_101_1019_7_1 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - residual oil |  |  | kWh (Net CV) | kg CO2e | 0.28523
1_101_1019_7_2 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - residual oil |  |  | kWh (Net CV) | kg CO2e of CO2 per unit | 0.28413
1_101_1019_7_3 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - residual oil |  |  | kWh (Net CV) | kg CO2e of CH4 per unit | 0.00047
1_101_1019_7_4 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - residual oil |  |  | kWh (Net CV) | kg CO2e of N2O per unit | 0.00063
1_101_1019_6_1 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - residual oil |  |  | kWh (Gross CV) | kg CO2e | 0.26813
1_101_1019_6_2 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - residual oil |  |  | kWh (Gross CV) | kg CO2e of CO2 per unit | 0.26709
1_101_1019_6_3 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - residual oil |  |  | kWh (Gross CV) | kg CO2e of CH4 per unit | 0.00045
1_101_1019_6_4 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - residual oil |  |  | kWh (Gross CV) | kg CO2e of N2O per unit | 0.0006
1_101_1020_15_1 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - distillate oil |  |  | tonnes | kg CO2e | 3226.57859
1_101_1020_15_2 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - distillate oil |  |  | tonnes | kg CO2e of CO2 per unit | 3190
1_101_1020_15_3 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - distillate oil |  |  | tonnes | kg CO2e of CH4 per unit | 3.6848
1_101_1020_15_4 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - distillate oil |  |  | tonnes | kg CO2e of N2O per unit | 32.89379
1_101_1020_8_1 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - distillate oil |  |  | litres | kg CO2e | 2.75541
1_101_1020_8_2 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - distillate oil |  |  | litres | kg CO2e of CO2 per unit | 2.72417
1_101_1020_8_3 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - distillate oil |  |  | litres | kg CO2e of CH4 per unit | 0.00315
1_101_1020_8_4 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - distillate oil |  |  | litres | kg CO2e of N2O per unit | 0.02809
1_101_1020_7_1 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - distillate oil |  |  | kWh (Net CV) | kg CO2e | 0.27288
1_101_1020_7_2 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - distillate oil |  |  | kWh (Net CV) | kg CO2e of CO2 per unit | 0.26978
1_101_1020_7_3 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - distillate oil |  |  | kWh (Net CV) | kg CO2e of CH4 per unit | 0.00031
1_101_1020_7_4 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - distillate oil |  |  | kWh (Net CV) | kg CO2e of N2O per unit | 0.00278
1_101_1020_6_1 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - distillate oil |  |  | kWh (Gross CV) | kg CO2e | 0.2565
1_101_1020_6_2 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - distillate oil |  |  | kWh (Gross CV) | kg CO2e of CO2 per unit | 0.25359
1_101_1020_6_3 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - distillate oil |  |  | kWh (Gross CV) | kg CO2e of CH4 per unit | 0.00029
1_101_1020_6_4 | Scope 1 | Fuels | Liquid fuels | Processed fuel oils - distillate oil |  |  | kWh (Gross CV) | kg CO2e of N2O per unit | 0.00261
1_101_1021_15_1 | Scope 1 | Fuels | Liquid fuels | Refinery miscellaneous |  |  | tonnes | kg CO2e | 2944.32093
1_101_1021_15_2 | Scope 1 | Fuels | Liquid fuels | Refinery miscellaneous |  |  | tonnes | kg CO2e of CO2 per unit | 2933.33
1_101_1021_15_3 | Scope 1 | Fuels | Liquid fuels | Refinery miscellaneous |  |  | tonnes | kg CO2e of CH4 per unit | 3.7968
1_101_1021_15_4 | Scope 1 | Fuels | Liquid fuels | Refinery miscellaneous |  |  | tonnes | kg CO2e of N2O per unit | 7.19413
1_101_1021_8_1 | Scope 1 | Fuels | Liquid fuels | Refinery miscellaneous |  |  | litres | kg CO2e
1_101_1021_8_2 | Scope 1 | Fuels | Liquid fuels | Refinery miscellaneous |  |  | litres | kg CO2e of CO2 per unit
1_101_1021_8_3 | Scope 1 | Fuels | Liquid fuels | Refinery miscellaneous |  |  | litres | kg CO2e of CH4 per unit
1_101_1021_8_4 | Scope 1 | Fuels | Liquid fuels | Refinery miscellaneous |  |  | litres | kg CO2e of N2O per unit
1_101_1021_7_1 | Scope 1 | Fuels | Liquid fuels | Refinery miscellaneous |  |  | kWh (Net CV) | kg CO2e | 0.25961
1_101_1021_7_2 | Scope 1 | Fuels | Liquid fuels | Refinery miscellaneous |  |  | kWh (Net CV) | kg CO2e of CO2 per unit | 0.25864
1_101_1021_7_3 | Scope 1 | Fuels | Liquid fuels | Refinery miscellaneous |  |  | kWh (Net CV) | kg CO2e of CH4 per unit | 0.00034
1_101_1021_7_4 | Scope 1 | Fuels | Liquid fuels | Refinery miscellaneous |  |  | kWh (Net CV) | kg CO2e of N2O per unit | 0.00063
1_101_1021_6_1 | Scope 1 | Fuels | Liquid fuels | Refinery miscellaneous |  |  | kWh (Gross CV) | kg CO2e | 0.24663
1_101_1021_6_2 | Scope 1 | Fuels | Liquid fuels | Refinery miscellaneous |  |  | kWh (Gross CV) | kg CO2e of CO2 per unit | 0.24571
1_101_1021_6_3 | Scope 1 | Fuels | Liquid fuels | Refinery miscellaneous |  |  | kWh (Gross CV) | kg CO2e of CH4 per unit | 0.00031
1_101_1021_6_4 | Scope 1 | Fuels | Liquid fuels | Refinery miscellaneous |  |  | kWh (Gross CV) | kg CO2e of N2O per unit | 0.0006
1_101_1022_15_1 | Scope 1 | Fuels | Liquid fuels | Waste oils |  |  | tonnes | kg CO2e | 3219.37916
1_101_1022_15_2 | Scope 1 | Fuels | Liquid fuels | Waste oils |  |  | tonnes | kg CO2e of CO2 per unit | 3171.09
1_101_1022_15_3 | Scope 1 | Fuels | Liquid fuels | Waste oils |  |  | tonnes | kg CO2e of CH4 per unit | 3.5504
1_101_1022_15_4 | Scope 1 | Fuels | Liquid fuels | Waste oils |  |  | tonnes | kg CO2e of N2O per unit | 44.73876
1_101_1022_8_1 | Scope 1 | Fuels | Liquid fuels | Waste oils |  |  | litres | kg CO2e | 2.74924
1_101_1022_8_2 | Scope 1 | Fuels | Liquid fuels | Waste oils |  |  | litres | kg CO2e of CO2 per unit | 2.70801
1_101_1022_8_3 | Scope 1 | Fuels | Liquid fuels | Waste oils |  |  | litres | kg CO2e of CH4 per unit | 0.00302
1_101_1022_8_4 | Scope 1 | Fuels | Liquid fuels | Waste oils |  |  | litres | kg CO2e of N2O per unit | 0.0382
1_101_1022_7_1 | Scope 1 | Fuels | Liquid fuels | Waste oils |  |  | kWh (Net CV) | kg CO2e | 0.27459
1_101_1022_7_2 | Scope 1 | Fuels | Liquid fuels | Waste oils |  |  | kWh (Net CV) | kg CO2e of CO2 per unit | 0.27047
1_101_1022_7_3 | Scope 1 | Fuels | Liquid fuels | Waste oils |  |  | kWh (Net CV) | kg CO2e of CH4 per unit | 0.0003
1_101_1022_7_4 | Scope 1 | Fuels | Liquid fuels | Waste oils |  |  | kWh (Net CV) | kg CO2e of N2O per unit | 0.00381
1_101_1022_6_1 | Scope 1 | Fuels | Liquid fuels | Waste oils |  |  | kWh (Gross CV) | kg CO2e | 0.25641
1_101_1022_6_2 | Scope 1 | Fuels | Liquid fuels | Waste oils |  |  | kWh (Gross CV) | kg CO2e of CO2 per unit | 0.25256
